THOR|KEFLAVIK|2,29|1,55
SELFOSS|FYLKIR|2,11|1,65
HAJDUK II|DINAMO Z.II|1,80|1,90
DRAGOVOLJAC|VARAŽDIN|1,80|1,90
KR REYKJAVIK W|BREIDABLIK W|3,20|1,25
GRINDAVIK W|VALUR W|2,90|1,30
IR REYKJAVIK|HK KOPAVOGUR|2,41|1,50
LEIOA|SANTANDER|1,80|1,90
GIMNASTICA SEGOVIANA|PONTEVEDRA|1,85|1,85
UD LOGRONES|REAL AVILA|4,00|1,20
LLEIDA E.|MELILLA|1,76|1,95
OLIMPIC XATIVA|UE OLOT|1,80|1,90
PONFERRADINA|RAPIDO|1,76|1,95
MAJADAHONDA|UNION ADARVE|1,96|1,75
LORCA|VILLANOVENSE|1,72|2,00
HAUKAR W|FYLKIR W|2,25|1,50
GROTTA|FRAM|2,29|1,55
CARTAGENA|UCAM MURCIA|1,76|1,95
LDU PORTOVIEJO|CD SANTA RITA|1,53|2,35
OLMEDO|CD COLON|1,60|2,20
AUDAX ITALIANO|UNIVERSITAD CHILE|2,03|1,70
LONDRINA|FLUMINENSE|1,60|2,20
INTERNACIONAL|ATLETICO MINEIRO|1,90|1,80
DEPORTIVO CAPIATA|CERRO PORTENO|1,85|1,85
UNION SAN FELIPE|UNION TEMUCO|1,62|2,15
IBERIA|COLO COLO|2,55|1,45
SANTA FE|INDEPENDIENTE MEDELIN|1,62|2,15
ATLAS|AMERICA|1,76|1,95
OAXACA|LEON|2,03|1,70
MINEROS Z.|MORELIA|2,11|1,65
ATLETICO NACIONAL|PATRIOTAS|2,03|1,70
FLAMENGO|PARANA|1,90|1,80
CRUZEIRO|GREMIO|1,96|1,75
TOLUCA|U.GUADALAJARA|2,03|1,70
SANTOS G.|GUADALUPE FC|2,19|1,60
CARMELITA|ALAJUELENSE|1,90|1,80
CRUZ AZUL|TIGRES UANL|1,62|2,15
JAPAN|AUSTRALIA|1,72|2,00
SEMEN PADANG|PUSAMANIA BORNEO|1,75|1,85
SYRIA|QATAR|1,60|2,20
CHINA|UZBEKISTAN|1,55|2,30
S.KOREA|IRAN|1,53|2,35
THAILAND|IRAQ|1,76|1,95
UGANDA|EGYPT|1,47|2,50
FAROE ISLANDS M21|DENMARK M21|2,55|1,45
WIGRY SUWLAKI|RAKOW|1,80|1,90
RUSSIA M21|ARMENIA M21|1,96|1,75
ISRAEL M21|AZERBAIJAN M21|1,90|1,80
MOLDOVA M21|CROATIA M21|1,76|1,95
GUINEA|LIBYA|1,47|2,50
KOPPARBERGS W|LINKOPINGS W|2,25|1,50
N.IRELAND M21|ALBANIA M21|1,53|2,35
BULGARIA|SWEDEN|1,55|2,30
FRANCE|NETHERLANDS|1,80|1,90
LUXEMBOURG|BELARUS|1,53|2,35
HUNGARY|LATVIA|1,76|1,95
PORTUGAL|FAROE I.|4,70|1,15
SWITZERLAND|ANDORRA|5,80|1,10
