GROTTA|KOPAVOGUR|2.20|1.60
CEREZO OSAKA|URAWA|2.20|1.60
KOBE|GAMBA OSAKA|1.90|1.85
KAWASAKI|URAWA|2.20|1.60
SENDAI|GAMBA OSAKA|1.90|1.85
GUADALAJARA|SANTOS LAGUNA|1.75|2.00
CIMARRONES DE SONORA|QUERETARO|1.85|1.90
ATLAS|CLUB AMERICA|1.70|2.05
TOLUCA|LEONES NEGROS|1.95|1.80
TIJUANA|SANTOS LAGUNA|1.75|2.00
ZACATECAS|QUERETARO|1.85|1.90
ALEBRIJES OAXACA|CLUB AMERICA|1.70|2.05
CRUZ AZUL|LEONES NEGROS|1.95|1.80
DEPORTIVO CAPIATA|CERRO PORTENO|1.85|1.85
STRANRAER|PARTICK U20|2.35|1.55
